Z-coordinate,Electric Potential
-0.017052,-1.929953473
-0.017048,-1.929922048
-0.017044,-1.929890685
-0.01704,-1.929859391
-0.017036,-1.929828175
-0.017032,-1.929797043
-0.017028,-1.929766003
-0.017024,-1.929735061
-0.01702,-1.929704224
-0.017016,-1.929673499
-0.017012,-1.929642892
-0.017008,-1.929612409
-0.017004,-1.929582056
-0.017,-1.929551839
-0.016996,-1.929521764
-0.016992,-1.929491836
-0.016988,-1.929462061
-0.016984,-1.929432443
-0.01698,-1.929402987
-0.016976,-1.929373699
-0.016972,-1.929344584
-0.016968,-1.929315645
-0.016964,-1.929286888
-0.01696,-1.929258318
-0.016956,-1.929229937
-0.016952,-1.929201752
-0.016948,-1.929173767
-0.016944,-1.929145986
-0.01694,-1.929118413
-0.016936,-1.929091054
-0.016932,-1.929063912
-0.016928,-1.929036992
-0.016924,-1.929010299
-0.01692,-1.928983837
-0.016916,-1.928957612
-0.016912,-1.928931629
-0.016908,-1.928905892
-0.016904,-1.928880407
-0.0169,-1.928855179
-0.016896,-1.928830213
-0.016892,-1.928805516
-0.016888,-1.928781094
-0.016884,-1.928756951
-0.01688,-1.928733095
-0.016876,-1.928709532
-0.016872,-1.928686268
-0.016868,-1.92866331
-0.016864,-1.928640664
-0.01686,-1.928618339
-0.016856,-1.92859634
-0.016852,-1.928574675
-0.016848,-1.928553352
-0.016844,-1.928532379
-0.01684,-1.928511762
-0.016836,-1.928491509
-0.016832,-1.928471629
-0.016828,-1.928452129
-0.016824,-1.928433017
-0.01682,-1.928414301
-0.016816,-1.928395989
-0.016812,-1.928378089
-0.016808,-1.928360609
-0.016804,-1.928343557
-0.0168,-1.928326941
-0.016796,-1.928310767
-0.016792,-1.928295045
-0.016788,-1.92827978
-0.016784,-1.928264982
-0.01678,-1.928250655
-0.016776,-1.928236809
-0.016772,-1.928223448
-0.016768,-1.92821058
-0.016764,-1.928198211
-0.01676,-1.928186346
-0.016756,-1.928174991
-0.016752,-1.928164151
-0.016748,-1.92815383
-0.016744,-1.928144034
-0.01674,-1.928134766
-0.016736,-1.92812603
-0.016732,-1.928117828
-0.016728,-1.928110164
-0.016724,-1.928103039
-0.01672,-1.928096456
-0.016716,-1.928090415
-0.016712,-1.928084917
-0.016708,-1.928079962
-0.016704,-1.92807555
-0.0167,-1.92807168
-0.016696,-1.92806835
-0.016692,-1.928065558
-0.016688,-1.928063302
-0.016684,-1.928061577
-0.01668,-1.928060382
-0.016676,-1.92805971
-0.016672,-1.928059556
-0.016668,-1.928059916
-0.016664,-1.928060783
-0.01666,-1.92806215
-0.016656,-1.92806401
-0.016652,-1.928066354
-0.016648,-1.928069174
-0.016644,-1.928072461
-0.01664,-1.928076205
-0.016636,-1.928080395
-0.016632,-1.928085021
-0.016628,-1.928090071
-0.016624,-1.928095533
-0.01662,-1.928101394
-0.016616,-1.928107641
-0.016612,-1.92811426
-0.016608,-1.928121238
-0.016604,-1.928128559
-0.0166,-1.928136209
-0.016596,-1.928144171
-0.016592,-1.928152429
-0.016588,-1.928160967
-0.016584,-1.928169768
-0.01658,-1.928178813
-0.016576,-1.928188086
-0.016572,-1.928197569
-0.016568,-1.928207241
-0.016564,-1.928217085
-0.01656,-1.928227081
-0.016556,-1.92823721
-0.016552,-1.928247451
-0.016548,-1.928257785
-0.016544,-1.92826819
-0.01654,-1.928278647
-0.016536,-1.928289135
-0.016532,-1.928299633
-0.016528,-1.928310118
-0.016524,-1.928320571
-0.01652,-1.92833097
-0.016516,-1.928341293
-0.016512,-1.928351518
-0.016508,-1.928361625
-0.016504,-1.928371591
-0.0165,-1.928381395
-0.016496,-1.928391016
-0.016492,-1.928400431
-0.016488,-1.92840962
-0.016484,-1.928418561
-0.01648,-1.928427233
-0.016476,-1.928435616
-0.016472,-1.928443687
-0.016468,-1.928451427
-0.016464,-1.928458816
-0.01646,-1.928465833
-0.016456,-1.928472458
-0.016452,-1.928478672
-0.016448,-1.928484455
-0.016444,-1.92848979
-0.01644,-1.928494656
-0.016436,-1.928499037
-0.016432,-1.928502915
-0.016428,-1.928506272
-0.016424,-1.928509091
-0.01642,-1.928511357
-0.016416,-1.928513054
-0.016412,-1.928514165
-0.016408,-1.928514678
-0.016404,-1.928514576
-0.0164,-1.928513847
-0.016396,-1.928512478
-0.016392,-1.928510456
-0.016388,-1.928507769
-0.016384,-1.928504406
-0.01638,-1.928500356
-0.016376,-1.92849561
-0.016372,-1.928490158
-0.016368,-1.928483992
-0.016364,-1.928477103
-0.01636,-1.928469484
-0.016356,-1.928461128
-0.016352,-1.928452031
-0.016348,-1.928442185
-0.016344,-1.928431588
-0.01634,-1.928420234
-0.016336,-1.928408121
-0.016332,-1.928395246
-0.016328,-1.928381608
-0.016324,-1.928367205
-0.01632,-1.928352036
-0.016316,-1.928336103
-0.016312,-1.928319405
-0.016308,-1.928301945
-0.016304,-1.928283724
-0.0163,-1.928264746
-0.016296,-1.928245014
-0.016292,-1.928224532
-0.016288,-1.928203305
-0.016284,-1.928181337
-0.01628,-1.928158636
-0.016276,-1.928135208
-0.016272,-1.928111058
-0.016268,-1.928086196
-0.016264,-1.92806063
-0.01626,-1.928034367
-0.016256,-1.928007418
-0.016252,-1.927979791
-0.016248,-1.927951498
-0.016244,-1.927922548
-0.01624,-1.927892953
-0.016236,-1.927862725
-0.016232,-1.927831874
-0.016228,-1.927800415
-0.016224,-1.927768359
-0.01622,-1.92773572
-0.016216,-1.927702512
-0.016212,-1.927668748
-0.016208,-1.927634442
-0.016204,-1.92759961
-0.0162,-1.927564266
-0.016196,-1.927528425
-0.016192,-1.927492104
-0.016188,-1.927455317
-0.016184,-1.927418082
-0.01618,-1.927380415
-0.016176,-1.927342331
-0.016172,-1.927303849
-0.016168,-1.927264986
-0.016164,-1.927225758
-0.01616,-1.927186184
-0.016156,-1.927146282
-0.016152,-1.927106069
-0.016148,-1.927065564
-0.016144,-1.927024785
-0.01614,-1.92698375
-0.016136,-1.92694248
-0.016132,-1.926900991
-0.016128,-1.926859305
-0.016124,-1.926817439
