X-coordinate,Electric Potential,,,,,
-8.48,-1.69E-06,,,,,
-8.46,-1.70E-06,,,,,
-8.44,-1.71E-06,,,,,
-8.42,-1.72E-06,,,,,
-8.4,-1.73E-06,,,,,
-8.38,-1.74E-06,,,,,
-8.36,-1.74E-06,,,,,
-8.34,-1.75E-06,,,,,
-8.32,-1.76E-06,,,,,
-8.3,-1.77E-06,,,,,
-8.28,-1.78E-06,,,,,
-8.26,-1.79E-06,,,,,
-8.24,-1.79E-06,,,,,
-8.22,-1.80E-06,,,,,
-8.2,-1.81E-06,,,,,
-8.18,-1.82E-06,,,,,
-8.16,-1.83E-06,,,,,
-8.14,-1.84E-06,,,,,
-8.12,-1.85E-06,,,,,
-8.1,-1.86E-06,,,,,
-8.08,-1.87E-06,,,,,
-8.06,-1.88E-06,,,,,
-8.04,-1.89E-06,,,,,
-8.02,-1.89E-06,,,,,
-8,-1.90E-06,,,,,
-7.98,-1.91E-06,,,,,
-7.96,-1.92E-06,,,,,
-7.94,-1.93E-06,,,,,
-7.92,-1.94E-06,,,,,
-7.9,-1.95E-06,,,,,
-7.88,-1.96E-06,,,,,
-7.86,-1.97E-06,,,,,
-7.84,-1.98E-06,,,,,
-7.82,-1.99E-06,,,,,
-7.8,-2.00E-06,,,,,
-7.78,-2.01E-06,,,,,
-7.76,-2.02E-06,,,,,
-7.74,-2.03E-06,,,,,
-7.72,-2.04E-06,,,,,
-7.7,-2.06E-06,,,,,
-7.68,-2.07E-06,,,,,
-7.66,-2.08E-06,,,,,
-7.64,-2.09E-06,,,,,
-7.62,-2.10E-06,,,,,
-7.6,-2.11E-06,,,,,
-7.58,-2.12E-06,,,,,
-7.56,-2.13E-06,,,,,
-7.54,-2.14E-06,,,,,
-7.52,-2.16E-06,,,,,
-7.5,-2.17E-06,,,,,
-7.48,-2.18E-06,,,,,
-7.46,-2.19E-06,,,,,
-7.44,-2.20E-06,,,,,
-7.42,-2.21E-06,,,,,
-7.4,-2.23E-06,,,,,
-7.38,-2.24E-06,,,,,
-7.36,-2.25E-06,,,,,
-7.34,-2.26E-06,,,,,
-7.32,-2.27E-06,,,,,
-7.3,-2.29E-06,,,,,
-7.28,-2.30E-06,,,,,
-7.26,-2.31E-06,,,,,
-7.24,-2.33E-06,,,,,
-7.22,-2.34E-06,,,,,
-7.2,-2.35E-06,,,,,
-7.18,-2.36E-06,,,,,
-7.16,-2.38E-06,,,,,
-7.14,-2.39E-06,,,,,
-7.12,-2.40E-06,,,,,
-7.1,-2.42E-06,,,,,
-7.08,-2.43E-06,,,,,
-7.06,-2.45E-06,,,,,
-7.04,-2.46E-06,,,,,
-7.02,-2.47E-06,,,,,
-7,-2.49E-06,,,,,
-6.98,-2.50E-06,,,,,
-6.96,-2.52E-06,,,,,
-6.94,-2.53E-06,,,,,
-6.92,-2.55E-06,,,,,
-6.9,-2.56E-06,,,,,
-6.88,-2.58E-06,,,,,
-6.86,-2.59E-06,,,,,
-6.84,-2.61E-06,,,,,
-6.82,-2.62E-06,,,,,
-6.8,-2.64E-06,,,,,
-6.78,-2.65E-06,,,,,
-6.76,-2.67E-06,,,,,
-6.74,-2.68E-06,,,,,
-6.72,-2.70E-06,,,,,
-6.7,-2.72E-06,,,,,
-6.68,-2.73E-06,,,,,
-6.66,-2.75E-06,,,,,
-6.64,-2.76E-06,,,,,
-6.62,-2.78E-06,,,,,
-6.6,-2.80E-06,,,,,
-6.58,-2.82E-06,,,,,
-6.56,-2.83E-06,,,,,
-6.54,-2.85E-06,,,,,
-6.52,-2.87E-06,,,,,
-6.5,-2.89E-06,,,,,
-6.48,-2.90E-06,,,,,
-6.46,-2.92E-06,,,,,
-6.44,-2.94E-06,,,,,
-6.42,-2.96E-06,,,,,
-6.4,-2.98E-06,,,,,
-6.38,-2.99E-06,,,,,
-6.36,-3.01E-06,,,,,
-6.34,-3.03E-06,,,,,
-6.32,-3.05E-06,,,,,
-6.3,-3.07E-06,,,,,
-6.28,-3.09E-06,,,,,
-6.26,-3.11E-06,,,,,
-6.24,-3.13E-06,,,,,
-6.22,-3.15E-06,,,,,
-6.2,-3.17E-06,,,,,
-6.18,-3.19E-06,,,,,
-6.16,-3.21E-06,,,,,
-6.14,-3.23E-06,,,,,
-6.12,-3.25E-06,,,,,
-6.1,-3.28E-06,,,,,
-6.08,-3.30E-06,,,,,
-6.06,-3.32E-06,,,,,
-6.04,-3.34E-06,,,,,
-6.02,-3.36E-06,,,,,
-6,-3.39E-06,,,,,
-5.98,-3.41E-06,,,,,
-5.96,-3.43E-06,,,,,
-5.94,-3.46E-06,,,,,
-5.92,-3.48E-06,,,,,
-5.9,-3.50E-06,,,,,
-5.88,-3.53E-06,,,,,
-5.86,-3.55E-06,,,,,
-5.84,-3.57E-06,,,,,
-5.82,-3.60E-06,,,,,
-5.8,-3.62E-06,,,,,
-5.78,-3.65E-06,,,,,
-5.76,-3.67E-06,,,,,
-5.74,-3.70E-06,,,,,
-5.72,-3.73E-06,,,,,
-5.7,-3.75E-06,,,,,
-5.68,-3.78E-06,,,,,
-5.66,-3.81E-06,,,,,
-5.64,-3.83E-06,,,,,
-5.62,-3.86E-06,,,,,
-5.6,-3.89E-06,,,,,
-5.58,-3.92E-06,,,,,
-5.56,-3.94E-06,,,,,
-5.54,-3.97E-06,,,,,
-5.52,-4.00E-06,,,,,
-5.5,-4.03E-06,,,,,
-5.48,-4.06E-06,,,,,
-5.46,-4.09E-06,,,,,
-5.44,-4.12E-06,,,,,
-5.42,-4.15E-06,,,,,
-5.4,-4.18E-06,,,,,
-5.38,-4.21E-06,,,,,
-5.36,-4.24E-06,,,,,
-5.34,-4.28E-06,,,,,
-5.32,-4.31E-06,,,,,
-5.3,-4.34E-06,,,,,
-5.28,-4.37E-06,,,,,
-5.26,-4.41E-06,,,,,
-5.24,-4.44E-06,,,,,
-5.22,-4.47E-06,,,,,
-5.2,-4.51E-06,,,,,
-5.18,-4.54E-06,,,,,
-5.16,-4.58E-06,,,,,
-5.14,-4.62E-06,,,,,
-5.12,-4.65E-06,,,,,
-5.1,-4.69E-06,,,,,
-5.08,-4.72E-06,,,,,
-5.06,-4.76E-06,,,,,
-5.04,-4.80E-06,,,,,
-5.02,-4.84E-06,,,,,
-5,-4.88E-06,,,,,
-4.98,-4.92E-06,,,,,
-4.96,-4.96E-06,,,,,
-4.94,-5.00E-06,,,,,
-4.92,-5.04E-06,,,,,
-4.9,-5.08E-06,,,,,
-4.88,-5.12E-06,,,,,
-4.86,-5.16E-06,,,,,
-4.84,-5.21E-06,,,,,
-4.82,-5.25E-06,,,,,
-4.8,-5.29E-06,,,,,
-4.78,-5.34E-06,,,,,
-4.76,-5.38E-06,,,,,
-4.74,-5.43E-06,,,,,
-4.72,-5.47E-06,,,,,
-4.7,-5.52E-06,,,,,
-4.68,-5.57E-06,,,,,
-4.66,-5.62E-06,,,,,
-4.64,-5.66E-06,,,,,
-4.62,-5.71E-06,,,,,
-4.6,-5.76E-06,,,,,
-4.58,-5.81E-06,,,,,
-4.56,-5.87E-06,,,,,
-4.54,-5.92E-06,,,,,
-4.52,-5.97E-06,,,,,
-4.5,-6.02E-06,,,,,
-4.48,-6.08E-06,,,,,
-4.46,-6.13E-06,,,,,
-4.44,-6.19E-06,,,,,
-4.42,-6.24E-06,,,,,
-4.4,-6.30E-06,,,,,
-4.38,-6.36E-06,,,,,
-4.36,-6.42E-06,,,,,
-4.34,-6.48E-06,,,,,
-4.32,-6.54E-06,,,,,
-4.3,-6.60E-06,,,,,
-4.28,-6.66E-06,,,,,
-4.26,-6.72E-06,,,,,
-4.24,-6.78E-06,,,,,
-4.22,-6.85E-06,,,,,
-4.2,-6.91E-06,,,,,
-4.18,-6.98E-06,,,,,
-4.16,-7.05E-06,,,,,
-4.14,-7.12E-06,,,,,
-4.12,-7.19E-06,,,,,
-4.1,-7.26E-06,,,,,
-4.08,-7.33E-06,,,,,
-4.06,-7.40E-06,,,,,
-4.04,-7.47E-06,,,,,
-4.02,-7.55E-06,,,,,
-4,-7.62E-06,,,,,
-3.98,-7.70E-06,,,,,
-3.96,-7.78E-06,,,,,
-3.94,-7.86E-06,,,,,
-3.92,-7.94E-06,,,,,
-3.9,-8.02E-06,,,,,
-3.88,-8.10E-06,,,,,
-3.86,-8.19E-06,,,,,
-3.84,-8.27E-06,,,,,
-3.82,-8.36E-06,,,,,
-3.8,-8.45E-06,,,,,
-3.78,-8.54E-06,,,,,
-3.76,-8.63E-06,,,,,
-3.74,-8.72E-06,,,,,
-3.72,-8.82E-06,,,,,
-3.7,-8.91E-06,,,,,
-3.68,-9.01E-06,,,,,
-3.66,-9.11E-06,,,,,
-3.64,-9.21E-06,,,,,
-3.62,-9.31E-06,,,,,
-3.6,-9.41E-06,,,,,
-3.58,-9.52E-06,,,,,
-3.56,-9.63E-06,,,,,
-3.54,-9.74E-06,,,,,
-3.52,-9.85E-06,,,,,
-3.5,-9.96E-06,,,,,
-3.48,-1.01E-05,,,,,
-3.46,-1.02E-05,,,,,
-3.44,-1.03E-05,,,,,
-3.42,-1.04E-05,,,,,
-3.4,-1.06E-05,,,,,
-3.38,-1.07E-05,,,,,
-3.36,-1.08E-05,,,,,
-3.34,-1.09E-05,,,,,
-3.32,-1.11E-05,,,,,
-3.3,-1.12E-05,,,,,
-3.28,-1.13E-05,,,,,
-3.26,-1.15E-05,,,,,
-3.24,-1.16E-05,,,,,
-3.22,-1.18E-05,,,,,
-3.2,-1.19E-05,,,,,
-3.18,-1.21E-05,,,,,
-3.16,-1.22E-05,,,,,
-3.14,-1.24E-05,,,,,
-3.12,-1.25E-05,,,,,
-3.1,-1.27E-05,,,,,
-3.08,-1.29E-05,,,,,
-3.06,-1.30E-05,,,,,
-3.04,-1.32E-05,,,,,
-3.02,-1.34E-05,,,,,
-3,-1.36E-05,,,,,
-2.98,-1.37E-05,,,,,
-2.96,-1.39E-05,,,,,
-2.94,-1.41E-05,,,,,
-2.92,-1.43E-05,,,,,
-2.9,-1.45E-05,,,,,
-2.88,-1.47E-05,,,,,
-2.86,-1.49E-05,,,,,
-2.84,-1.51E-05,,,,,
-2.82,-1.54E-05,,,,,
-2.8,-1.56E-05,,,,,
-2.78,-1.58E-05,,,,,
-2.76,-1.60E-05,,,,,
-2.74,-1.63E-05,,,,,
-2.72,-1.65E-05,,,,,
-2.7,-1.67E-05,,,,,
-2.68,-1.70E-05,,,,,
-2.66,-1.73E-05,,,,,
-2.64,-1.75E-05,,,,,
-2.62,-1.78E-05,,,,,
-2.6,-1.81E-05,,,,,
-2.58,-1.83E-05,,,,,
-2.56,-1.86E-05,,,,,
-2.54,-1.89E-05,,,,,
-2.52,-1.92E-05,,,,,
-2.5,-1.95E-05,,,,,
-2.48,-1.99E-05,,,,,
-2.46,-2.02E-05,,,,,
-2.44,-2.05E-05,,,,,
-2.42,-2.09E-05,,,,,
-2.4,-2.12E-05,,,,,
-2.38,-2.16E-05,,,,,
-2.36,-2.19E-05,,,,,
-2.34,-2.23E-05,,,,,
-2.32,-2.27E-05,,,,,
-2.3,-2.31E-05,,,,,
-2.28,-2.35E-05,,,,,
-2.26,-2.39E-05,,,,,
-2.24,-2.43E-05,,,,,
-2.22,-2.48E-05,,,,,
-2.2,-2.52E-05,,,,,
-2.18,-2.57E-05,,,,,
-2.16,-2.62E-05,,,,,
-2.14,-2.67E-05,,,,,
-2.12,-2.72E-05,,,,,
-2.1,-2.77E-05,,,,,
-2.08,-2.82E-05,,,,,
-2.06,-2.88E-05,,,,,
-2.04,-2.94E-05,,,,,
-2.02,-2.99E-05,,,,,
-2,-3.06E-05,,,,,
-1.98,-3.12E-05,,,,,
-1.96,-3.18E-05,,,,,
-1.94,-3.25E-05,,,,,
-1.92,-3.32E-05,,,,,
-1.9,-3.39E-05,,,,,
-1.88,-3.46E-05,,,,,
-1.86,-3.53E-05,,,,,
-1.84,-3.61E-05,,,,,
-1.82,-3.69E-05,,,,,
-1.8,-3.77E-05,,,,,
-1.78,-3.86E-05,,,,,
-1.76,-3.95E-05,,,,,
-1.74,-4.04E-05,,,,,
-1.72,-4.13E-05,,,,,
-1.7,-4.23E-05,,,,,
-1.68,-4.33E-05,,,,,
-1.66,-4.44E-05,,,,,
-1.64,-4.55E-05,,,,,
-1.62,-4.66E-05,,,,,
-1.6,-4.78E-05,,,,,
-1.58,-4.90E-05,,,,,
-1.56,-5.03E-05,,,,,
-1.54,-5.16E-05,,,,,
-1.52,-5.30E-05,,,,,
-1.5,-5.44E-05,,,,,
-1.48,-5.59E-05,,,,,
-1.46,-5.74E-05,,,,,
-1.44,-5.90E-05,,,,,
-1.42,-6.07E-05,,,,,
-1.4,-6.24E-05,,,,,
-1.38,-6.43E-05,,,,,
-1.36,-6.62E-05,,,,,
-1.34,-6.82E-05,,,,,
-1.32,-7.03E-05,,,,,
-1.3,-7.24E-05,,,,,
-1.28,-7.47E-05,,,,,
-1.26,-7.71E-05,,,,,
-1.24,-7.96E-05,,,,,
-1.22,-8.23E-05,,,,,
-1.2,-8.51E-05,,,,,
-1.18,-8.80E-05,,,,,
-1.16,-9.10E-05,,,,,
-1.14,-9.43E-05,,,,,
-1.12,-9.77E-05,,,,,
-1.1,-1.01E-04,,,,,
-1.08,-1.05E-04,,,,,
-1.06,-1.09E-04,,,,,
-1.04,-1.13E-04,,,,,
-1.02,-1.18E-04,,,,,
-1,-1.23E-04,,,,,
-0.98,-1.28E-04,,,,,
-0.96,-1.33E-04,,,,,
-0.94,-1.39E-04,,,,,
-0.92,-1.45E-04,,,,,
-0.9,-1.52E-04,,,,,
-0.88,-1.59E-04,,,,,
-0.86,-1.66E-04,,,,,
-0.84,-1.74E-04,,,,,
-0.82,-1.83E-04,,,,,
-0.8,-1.92E-04,,,,,
-0.78,-2.02E-04,,,,,
-0.76,-2.13E-04,,,,,
-0.74,-2.25E-04,,,,,
-0.72,-2.37E-04,,,,,
-0.7,-2.51E-04,,,,,
-0.68,-2.66E-04,,,,,
-0.66,-2.83E-04,,,,,
-0.64,-3.01E-04,,,,,
-0.62,-3.20E-04,,,,,
-0.6,-3.42E-04,,,,,
-0.58,-3.66E-04,,,,,
-0.56,-3.93E-04,,,,,
-0.54,-4.23E-04,,,,,
-0.52,-4.56E-04,,,,,
-0.5,-4.94E-04,,,,,
-0.48,-5.36E-04,,,,,
-0.46,-5.84E-04,,,,,
-0.44,-6.39E-04,,,,,
-0.42,-7.02E-04,,,,,
-0.4,-7.75E-04,,,,,
-0.38,-8.59E-04,,,,,
-0.36,-9.58E-04,,,,,
-0.34,-0.001075253,,,,,
-0.32,-0.00121538,,,,,
-0.3,-0.001384787,,,,,
-0.28,-0.001592238,,,,,
-0.26,-0.001850032,,,,,
-0.24,-0.002175875,,,,,
-0.22,-0.002595994,,,,,
-0.2,-0.003150577,,,,,
-0.18,-0.003903738,,,,,
-0.16,-0.004962869,,,,,
-0.14,-0.006519046,,,,,
-0.12,-0.008939344,,,,,
-0.1,-0.013003827,,,,,
-0.08,-0.020618052,,,,,
-0.06,-0.037503369,,,,,
-0.04,-0.087836106,,,,,
-0.02,-0.375369234,,,,,
-1.25E-13,-2,,,,,
0.02,0.16929984,,,,,
0.04,0.060159594,,,,,
0.06,0.029314945,,,,,
0.08,0.017172312,,,,,
0.1,0.011242378,,,,,
0.12,0.007920968,,,,,
0.14,0.005878133,,,,,
0.16,0.004533686,,,,,
0.18,0.003602397,,,,,
0.2,0.002930947,,,,,
0.22,0.002431008,,,,,
0.24,0.00204881,,,,,
0.26,0.001750101,,,,,
0.28,0.001512234,,,,,
0.3,0.001319745,,,,,
0.32,0.00116179,,,,,
0.34,0.001030577,,,,,
0.36,9.20E-04,,,,,
0.38,8.27E-04,,,,,
0.4,7.47E-04,,,,,
0.42,6.78E-04,,,,,
0.44,6.18E-04,,,,,
0.46,5.66E-04,,,,,
0.48,5.20E-04,,,,,
0.5,4.80E-04,,,,,
0.52,4.44E-04,,,,,
0.54,4.12E-04,,,,,
0.56,3.83E-04,,,,,
0.58,3.57E-04,,,,,
0.6,3.34E-04,,,,,
0.62,3.13E-04,,,,,
0.64,2.94E-04,,,,,
0.66,2.76E-04,,,,,
0.68,2.61E-04,,,,,
0.7,2.46E-04,,,,,
0.72,2.33E-04,,,,,
0.74,2.20E-04,,,,,
0.76,2.09E-04,,,,,
0.78,1.98E-04,,,,,
0.8,1.89E-04,,,,,
0.82,1.79E-04,,,,,
0.84,1.71E-04,,,,,
0.86,1.63E-04,,,,,
0.88,1.56E-04,,,,,
0.9,1.49E-04,,,,,
0.92,1.43E-04,,,,,
0.94,1.37E-04,,,,,
0.96,1.31E-04,,,,,
0.98,1.26E-04,,,,,
1,1.21E-04,,,,,
1.02,1.16E-04,,,,,
1.04,1.12E-04,,,,,
1.06,1.08E-04,,,,,
1.08,1.04E-04,,,,,
1.1,1.00E-04,,,,,
1.12,9.64E-05,,,,,
1.14,9.31E-05,,,,,
1.16,8.99E-05,,,,,
1.18,8.69E-05,,,,,
1.2,8.40E-05,,,,,
1.22,8.13E-05,,,,,
1.24,7.87E-05,,,,,
1.26,7.63E-05,,,,,
1.28,7.39E-05,,,,,
1.3,7.16E-05,,,,,
1.32,6.95E-05,,,,,
1.34,6.74E-05,,,,,
1.36,6.55E-05,,,,,
1.38,6.36E-05,,,,,
1.4,6.18E-05,,,,,
1.42,6.01E-05,,,,,
1.44,5.84E-05,,,,,
1.46,5.68E-05,,,,,
1.48,5.53E-05,,,,,
1.5,5.39E-05,,,,,
1.52,5.25E-05,,,,,
1.54,5.11E-05,,,,,
1.56,4.98E-05,,,,,
1.58,4.86E-05,,,,,
1.6,4.73E-05,,,,,
1.62,4.62E-05,,,,,
1.64,4.51E-05,,,,,
1.66,4.40E-05,,,,,
1.68,4.30E-05,,,,,
1.7,4.20E-05,,,,,
1.72,4.10E-05,,,,,
1.74,4.01E-05,,,,,
1.76,3.91E-05,,,,,
1.78,3.83E-05,,,,,
1.8,3.74E-05,,,,,
1.82,3.66E-05,,,,,
1.84,3.58E-05,,,,,
1.86,3.51E-05,,,,,
1.88,3.43E-05,,,,,
1.9,3.36E-05,,,,,
1.92,3.29E-05,,,,,
1.94,3.22E-05,,,,,
1.96,3.16E-05,,,,,
1.98,3.09E-05,,,,,
2,3.03E-05,,,,,
2.02,2.97E-05,,,,,
2.04,2.92E-05,,,,,
2.06,2.86E-05,,,,,
2.08,2.80E-05,,,,,
2.1,2.75E-05,,,,,
2.12,2.70E-05,,,,,
2.14,2.65E-05,,,,,
2.16,2.60E-05,,,,,
2.18,2.55E-05,,,,,
2.2,2.51E-05,,,,,
2.22,2.46E-05,,,,,
2.24,2.42E-05,,,,,
2.26,2.38E-05,,,,,
2.28,2.33E-05,,,,,
2.3,2.29E-05,,,,,
2.32,2.26E-05,,,,,
2.34,2.22E-05,,,,,
2.36,2.18E-05,,,,,
2.38,2.14E-05,,,,,
2.4,2.11E-05,,,,,
2.42,2.07E-05,,,,,
2.44,2.04E-05,,,,,
2.46,2.01E-05,,,,,
2.48,1.97E-05,,,,,
2.5,1.94E-05,,,,,
2.52,1.91E-05,,,,,
2.54,1.88E-05,,,,,
2.56,1.85E-05,,,,,
2.58,1.82E-05,,,,,
2.6,1.80E-05,,,,,
2.62,1.77E-05,,,,,
2.64,1.74E-05,,,,,
2.66,1.72E-05,,,,,
2.68,1.69E-05,,,,,
2.7,1.67E-05,,,,,
2.72,1.64E-05,,,,,
2.74,1.62E-05,,,,,
2.76,1.59E-05,,,,,
2.78,1.57E-05,,,,,
2.8,1.55E-05,,,,,
2.82,1.53E-05,,,,,
2.84,1.51E-05,,,,,
2.86,1.48E-05,,,,,
2.88,1.46E-05,,,,,
2.9,1.44E-05,,,,,
2.92,1.42E-05,,,,,
2.94,1.41E-05,,,,,
2.96,1.39E-05,,,,,
2.98,1.37E-05,,,,,
3,1.35E-05,,,,,
3.02,1.33E-05,,,,,
3.04,1.31E-05,,,,,
3.06,1.30E-05,,,,,
3.08,1.28E-05,,,,,
3.1,1.26E-05,,,,,
3.12,1.25E-05,,,,,
3.14,1.23E-05,,,,,
3.16,1.22E-05,,,,,
3.18,1.20E-05,,,,,
3.2,1.19E-05,,,,,
3.22,1.17E-05,,,,,
3.24,1.16E-05,,,,,
3.26,1.14E-05,,,,,
3.28,1.13E-05,,,,,
3.3,1.12E-05,,,,,
3.32,1.10E-05,,,,,
3.34,1.09E-05,,,,,
3.36,1.08E-05,,,,,
3.38,1.06E-05,,,,,
3.4,1.05E-05,,,,,
3.42,1.04E-05,,,,,
3.44,1.03E-05,,,,,
3.46,1.01E-05,,,,,
3.48,1.00E-05,,,,,
3.5,9.92E-06,,,,,
3.52,9.81E-06,,,,,
3.54,9.70E-06,,,,,
3.56,9.59E-06,,,,,
3.58,9.48E-06,,,,,
3.6,9.38E-06,,,,,
3.62,9.27E-06,,,,,
3.64,9.17E-06,,,,,
3.66,9.07E-06,,,,,
3.68,8.97E-06,,,,,
3.7,8.88E-06,,,,,
3.72,8.78E-06,,,,,
3.74,8.69E-06,,,,,
3.76,8.60E-06,,,,,
3.78,8.51E-06,,,,,
3.8,8.42E-06,,,,,
3.82,8.33E-06,,,,,
3.84,8.24E-06,,,,,
3.86,8.16E-06,,,,,
3.88,8.07E-06,,,,,
3.9,7.99E-06,,,,,
3.92,7.91E-06,,,,,
3.94,7.83E-06,,,,,
3.96,7.75E-06,,,,,
3.98,7.67E-06,,,,,
4,7.60E-06,,,,,
4.02,7.52E-06,,,,,
4.04,7.45E-06,,,,,
4.06,7.37E-06,,,,,
4.08,7.30E-06,,,,,
4.1,7.23E-06,,,,,
4.12,7.16E-06,,,,,
4.14,7.09E-06,,,,,
4.16,7.02E-06,,,,,
4.18,6.96E-06,,,,,
4.2,6.89E-06,,,,,
4.22,6.83E-06,,,,,
4.24,6.76E-06,,,,,
4.26,6.70E-06,,,,,
4.28,6.64E-06,,,,,
4.3,6.57E-06,,,,,
4.32,6.51E-06,,,,,
4.34,6.45E-06,,,,,
4.36,6.39E-06,,,,,
4.38,6.34E-06,,,,,
4.4,6.28E-06,,,,,
4.42,6.22E-06,,,,,
4.44,6.17E-06,,,,,
4.46,6.11E-06,,,,,
4.48,6.06E-06,,,,,
4.5,6.00E-06,,,,,
4.52,5.95E-06,,,,,
4.54,5.90E-06,,,,,
4.56,5.85E-06,,,,,
4.58,5.80E-06,,,,,
4.6,5.75E-06,,,,,
4.62,5.70E-06,,,,,
4.64,5.65E-06,,,,,
4.66,5.60E-06,,,,,
4.68,5.55E-06,,,,,
4.7,5.50E-06,,,,,
4.72,5.46E-06,,,,,
4.74,5.41E-06,,,,,
4.76,5.37E-06,,,,,
4.78,5.32E-06,,,,,
4.8,5.28E-06,,,,,
4.82,5.23E-06,,,,,
4.84,5.19E-06,,,,,
4.86,5.15E-06,,,,,
4.88,5.11E-06,,,,,
4.9,5.06E-06,,,,,
4.92,5.02E-06,,,,,
4.94,4.98E-06,,,,,
4.96,4.94E-06,,,,,
4.98,4.90E-06,,,,,
5,4.86E-06,,,,,
5.02,4.82E-06,,,,,
5.04,4.79E-06,,,,,
5.06,4.75E-06,,,,,
5.08,4.71E-06,,,,,
5.1,4.67E-06,,,,,
5.12,4.64E-06,,,,,
5.14,4.60E-06,,,,,
5.16,4.57E-06,,,,,
5.18,4.53E-06,,,,,
5.2,4.50E-06,,,,,
5.22,4.46E-06,,,,,
5.24,4.43E-06,,,,,
5.26,4.39E-06,,,,,
5.28,4.36E-06,,,,,
5.3,4.33E-06,,,,,
5.32,4.30E-06,,,,,
5.34,4.26E-06,,,,,
5.36,4.23E-06,,,,,
5.38,4.20E-06,,,,,
5.4,4.17E-06,,,,,
5.42,4.14E-06,,,,,
5.44,4.11E-06,,,,,
5.46,4.08E-06,,,,,
5.48,4.05E-06,,,,,
5.5,4.02E-06,,,,,
5.52,3.99E-06,,,,,
5.54,3.96E-06,,,,,
5.56,3.93E-06,,,,,
5.58,3.91E-06,,,,,
5.6,3.88E-06,,,,,
5.62,3.85E-06,,,,,
5.64,3.82E-06,,,,,
5.66,3.80E-06,,,,,
5.68,3.77E-06,,,,,
5.7,3.74E-06,,,,,
5.72,3.72E-06,,,,,
5.74,3.69E-06,,,,,
5.76,3.67E-06,,,,,
5.78,3.64E-06,,,,,
5.8,3.62E-06,,,,,
5.82,3.59E-06,,,,,
5.84,3.57E-06,,,,,
5.86,3.54E-06,,,,,
5.88,3.52E-06,,,,,
5.9,3.49E-06,,,,,
5.92,3.47E-06,,,,,
5.94,3.45E-06,,,,,
5.96,3.42E-06,,,,,
5.98,3.40E-06,,,,,
6,3.38E-06,,,,,
6.02,3.36E-06,,,,,
6.04,3.33E-06,,,,,
6.06,3.31E-06,,,,,
6.08,3.29E-06,,,,,
6.1,3.27E-06,,,,,
6.12,3.25E-06,,,,,
6.14,3.23E-06,,,,,
6.16,3.21E-06,,,,,
6.18,3.18E-06,,,,,
6.2,3.16E-06,,,,,
6.22,3.14E-06,,,,,
6.24,3.12E-06,,,,,
6.26,3.10E-06,,,,,
