#LIBRARY    ENDF/B-VIII.0
#REACTION   C-12(N,TOT),SIG
#NUCLEUS    C-12
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     1.5e+08
#E,eV        Sig,b        Interpolation
 7.2977E+07  0.674987     Lin-Lin
 7.3E+07     0.674764     Lin-Lin
 7.35986E+07 0.668936     Lin-Lin
 7.4E+07     0.665028     Lin-Lin
 7.4637E+07  0.659208     Lin-Lin
 7.5044E+07  0.655489     Lin-Lin
 7.56899E+07 0.649587     Lin-Lin
 7.61027E+07 0.645815     Lin-Lin
 7.67578E+07 0.63983      Lin-Lin
 7.71764E+07 0.636005     Lin-Lin
 7.78407E+07 0.629936     Lin-Lin
 7.8E+07     0.62848      Lin-Lin
 7.89389E+07 0.620962     Lin-Lin
 7.91004E+07 0.619668     Lin-Lin
 8.00526E+07 0.612043     Lin-Lin
 8.02164E+07 0.610731     Lin-Lin
 8.1182E+07  0.602999     Lin-Lin
 8.13481E+07 0.601668     Lin-Lin
 8.2E+07     0.596448     Lin-Lin
 8.23273E+07 0.593955     Lin-Lin
 8.24958E+07 0.592672     Lin-Lin
 8.34888E+07 0.585108     Lin-Lin
 8.36597E+07 0.583807     Lin-Lin
 8.4E+07     0.581214     Lin-Lin
 8.46667E+07 0.576262     Lin-Lin
 8.5E+07     0.573786     Lin-Lin
 8.51851E+07 0.572495     Lin-Lin
 8.58612E+07 0.567777     Lin-Lin
 8.63869E+07 0.564109     Lin-Lin
 8.70725E+07 0.559325     Lin-Lin
 8.76057E+07 0.555606     Lin-Lin
 8.8E+07     0.552854     Lin-Lin
 8.8301E+07  0.55089      Lin-Lin
 8.88416E+07 0.547362     Lin-Lin
 8.95467E+07 0.54276      Lin-Lin
 9E+07       0.539802     Lin-Lin
 9.0095E+07  0.539239     Lin-Lin
 9.08101E+07 0.535004     Lin-Lin
 9.1E+07     0.533879     Lin-Lin
 9.2E+07     0.527458     Lin-Lin
 9.20912E+07 0.526931     Lin-Lin
 9.22838E+07 0.525818     Lin-Lin
 9.33905E+07 0.519424     Lin-Lin
 9.35858E+07 0.518295     Lin-Lin
 9.4E+07     0.515902     Lin-Lin
 9.4708E+07  0.512179     Lin-Lin
 9.49061E+07 0.511138     Lin-Lin
 9.60442E+07 0.505154     Lin-Lin
 9.62451E+07 0.504098     Lin-Lin
 9.73992E+07 0.49803      Lin-Lin
 9.76029E+07 0.496959     Lin-Lin
 9.8E+07     0.494871     Lin-Lin
 9.87733E+07 0.490918     Lin-Lin
 9.89799E+07 0.489862     Lin-Lin
 9.9E+07     0.48976      Lin-Lin
 1E+08       0.484977     Lin-Lin
 1.00167E+08 0.484218     Lin-Lin
 1.00397E+08 0.483171     Lin-Lin
 1.0158E+08  0.477785     Lin-Lin
 1.01813E+08 0.476724     Lin-Lin
 1.02E+08    0.475873     Lin-Lin
 1.03013E+08 0.471565     Lin-Lin
 1.0325E+08  0.47056      Lin-Lin
 1.04E+08    0.467368     Lin-Lin
 1.04466E+08 0.465525     Lin-Lin
 1.05467E+08 0.461572     Lin-Lin
 1.0594E+08  0.459703     Lin-Lin
 1.06E+08    0.459467     Lin-Lin
 1.07435E+08 0.453912     Lin-Lin
 1.07495E+08 0.453677     Lin-Lin
 1.08E+08    0.451724     Lin-Lin
 1.08951E+08 0.447964     Lin-Lin
 1.09524E+08 0.445698     Lin-Lin
 1.1E+08     0.443814     Lin-Lin
 1.10488E+08 0.441933     Lin-Lin
 1.11552E+08 0.437829     Lin-Lin
 1.12E+08    0.436101     Lin-Lin
 1.12047E+08 0.435949     Lin-Lin
 1.1358E+08  0.430939     Lin-Lin
 1.13627E+08 0.430785     Lin-Lin
 1.15183E+08 0.425704     Lin-Lin
 1.1523E+08  0.425547     Lin-Lin
 1.16E+08    0.423033     Lin-Lin
 1.16856E+08 0.420266     Lin-Lin
 1.17637E+08 0.417743     Lin-Lin
 1.18E+08    0.416568     Lin-Lin
 1.18505E+08 0.414795     Lin-Lin
 1.19665E+08 0.41072      Lin-Lin
 1.2E+08     0.409543     Lin-Lin
 1.20177E+08 0.408944     Lin-Lin
 1.21353E+08 0.404958     Lin-Lin
 1.21872E+08 0.403199     Lin-Lin
 1.23065E+08 0.399155     Lin-Lin
 1.23591E+08 0.397372     Lin-Lin
 1.24E+08    0.395987     Lin-Lin
 1.25335E+08 0.391812     Lin-Lin
 1.25749E+08 0.390517     Lin-Lin
 1.27103E+08 0.386283     Lin-Lin
 1.27524E+08 0.384969     Lin-Lin
 1.28E+08    0.383479     Lin-Lin
 1.28897E+08 0.381134     Lin-Lin
 1.29806E+08 0.378756     Lin-Lin
 1.30715E+08 0.376378     Lin-Lin
 1.31637E+08 0.373967     Lin-Lin
 1.32E+08    0.373018     Lin-Lin
 1.32559E+08 0.371686     Lin-Lin
 1.33862E+08 0.368582     Lin-Lin
 1.34429E+08 0.367232     Lin-Lin
 1.35751E+08 0.364084     Lin-Lin
 1.36E+08    0.363491     Lin-Lin
 1.36326E+08 0.362778     Lin-Lin
 1.37919E+08 0.359297     Lin-Lin
 1.38249E+08 0.358574     Lin-Lin
 1.39864E+08 0.355043     Lin-Lin
 1.4E+08     0.354747     Lin-Lin
 1.402E+08   0.35434      Lin-Lin
 1.41975E+08 0.350722     Lin-Lin
 1.42178E+08 0.35031      Lin-Lin
 1.43978E+08 0.346641     Lin-Lin
 1.44E+08    0.346596     Lin-Lin
 1.44184E+08 0.346247     Lin-Lin
 1.46032E+08 0.342724     Lin-Lin
 1.46218E+08 0.34237      Lin-Lin
 1.48E+08    0.338973     Lin-Lin
 1.48281E+08 0.338467     Lin-Lin
 1.5E+08     0.335369     Lin-Lin
#END
